2025-08-07 00:00:09.350, clsEvent.cmdReceivedEvent_S001(F) → cmdMySQL_Oven_QueryArea, SelectCommand=UPDATE tab_oven_subcommand SET SUBCOM_SITE='Robot',SUBCOM_PATH='0' WHERE SUBCOM_SITE='LoadBabyCar' AND SUBCOM_PATH='2'
2025-08-07 00:00:09.352, clsEvent.cmdReceivedEvent_S001(G) → cmdMySQL_Oven_QueryArea, SelectCommand=UPDATE tab_oven_loadcassette_status SET CST_CAPACITY2='',CST_TRANSORDER='35' WHERE CST_EQP_ID='LoadBabyCar'
2025-08-07 00:00:10.534, clsEvent.cmdExecuteTrackOut(1) → MySQL_Update, SelectCommand=INSERT INTO bypass(MAGID)VALUES('MA20952IN')
2025-08-07 00:00:10.573, clsEvent.cmdExecuteTrackOut(1) → MySQL_Update, SelectCommand=DELETE FROM tab_oven_schedule_data WHERE SCHE_EQP='3380-419'
2025-08-07 00:00:31.757, clsEvent.cmdReceivedEvent_M003(D) → cmdMySQL_Oven_QueryArea, SelectCommand=UPDATE tab_oven_subcommand SET SUBCOM_STATUS='MvoutCompleted' WHERE SUBCOM_NAME='MA20952IN'
2025-08-07 00:00:32.316, clsEvent.cmdReceivedEvent_M003(3) → MySQL_Update, SelectCommand=INSERT INTO scheduleflowrecord_k115f(Schedule,Magazine,Station,MachineID,Action,Message,Timestamp)VALUES('31UYDUB004','MA20952IN','3380-01','3380-419','AutoMoveOut','M003, Magazine移動到Unload台車上','2025-08-07 00:00:32')
2025-08-07 00:00:32.319, clsEvent.cmdReceivedEvent_M003(4) → MySQL_Update, SelectCommand=DELETE FROM tab_oven_subcommand WHERE SUBCOM_NAME='MA20952IN'
2025-08-07 00:00:32.733, frmMain.cmdCheckCommand → cmdMySQL_Oven_QueryArea, SelectCommand=UPDATE tab_oven_command SET COM_STATUS='Transfering',COM_PRIORITY='1000' WHERE COM_ID='OVEN-INTO-0806-235619-855'
2025-08-07 00:01:00.887, clsEvent.cmdReceivedEvent_S001(F) → cmdMySQL_Oven_QueryArea, SelectCommand=UPDATE tab_oven_subcommand SET SUBCOM_SITE='Robot',SUBCOM_PATH='0' WHERE SUBCOM_SITE='LoadBabyCar' AND SUBCOM_PATH='3'
2025-08-07 00:01:00.888, clsEvent.cmdReceivedEvent_S001(G) → cmdMySQL_Oven_QueryArea, SelectCommand=UPDATE tab_oven_loadcassette_status SET CST_CAPACITY3='',CST_TRANSORDER='5' WHERE CST_EQP_ID='LoadBabyCar'
2025-08-07 00:01:06.282, clsEvent.cmdExecuteTrackOut(1) → MySQL_Update, SelectCommand=INSERT INTO bypass(MAGID)VALUES('MA25691IN')
2025-08-07 00:01:06.322, clsEvent.cmdExecuteTrackOut(1) → MySQL_Update, SelectCommand=DELETE FROM tab_oven_schedule_data WHERE SCHE_EQP='3380-419'
2025-08-07 00:01:24.719, clsEvent.cmdReceivedEvent_M003(D) → cmdMySQL_Oven_QueryArea, SelectCommand=UPDATE tab_oven_subcommand SET SUBCOM_STATUS='MvoutCompleted' WHERE SUBCOM_NAME='MA25691IN'
2025-08-07 00:01:26.338, clsEvent.cmdReceivedEvent_M003(3) → MySQL_Update, SelectCommand=INSERT INTO scheduleflowrecord_k115f(Schedule,Magazine,Station,MachineID,Action,Message,Timestamp)VALUES('31UYDUB003','MA25691IN','3380-01','3380-419','AutoMoveOut','M003, Magazine移動到Unload台車上','2025-08-07 00:01:25')
2025-08-07 00:01:26.351, clsEvent.cmdReceivedEvent_M003(4) → MySQL_Update, SelectCommand=DELETE FROM tab_oven_subcommand WHERE SUBCOM_NAME='MA25691IN'
2025-08-07 00:01:26.603, frmMain.cmdCheckCommand → cmdMySQL_Oven_QueryArea, SelectCommand=UPDATE tab_oven_command SET COM_STATUS='Transfering',COM_PRIORITY='1000' WHERE COM_ID='OVEN-INTO-0806-235619-855'
2025-08-07 00:01:53.730, clsEvent.cmdReceivedEvent_S001(F) → cmdMySQL_Oven_QueryArea, SelectCommand=UPDATE tab_oven_subcommand SET SUBCOM_SITE='Robot',SUBCOM_PATH='0' WHERE SUBCOM_SITE='LoadBabyCar' AND SUBCOM_PATH='5'
2025-08-07 00:01:53.732, clsEvent.cmdReceivedEvent_S001(G) → cmdMySQL_Oven_QueryArea, SelectCommand=UPDATE tab_oven_loadcassette_status SET CST_ID='',CST_STATUS='',CST_CAPACITY5='',CST_TRANSORDER='' WHERE CST_EQP_ID='LoadBabyCar'
2025-08-07 00:01:53.735, clsEvent.cmdReceivedEvent_S001(H) → cmdMySQL_Oven_QueryArea, SelectCommand=DELETE FROM tab_oven_command WHERE COM_SORT='MoveIn' AND COM_STATUS='Transfering'
2025-08-07 00:01:56.336, clsEvent.cmdExecuteTrackOut(1) → MySQL_Update, SelectCommand=INSERT INTO bypass(MAGID)VALUES('MA22063IN')
2025-08-07 00:01:56.369, clsEvent.cmdExecuteTrackOut(1) → MySQL_Update, SelectCommand=DELETE FROM tab_oven_schedule_data WHERE SCHE_EQP='3380-419'
2025-08-07 00:02:16.209, clsEvent.cmdReceivedEvent_M003(D) → cmdMySQL_Oven_QueryArea, SelectCommand=UPDATE tab_oven_subcommand SET SUBCOM_STATUS='MvoutCompleted' WHERE SUBCOM_NAME='MA22063IN'
